"date","home.team","home.score","away.team","away.score"
2013-06-01,"Barcelona",4,"Malaga",1
2013-06-01,"Celta",1,"Espanol",0
2013-06-01,"Granada",2,"Getafe",0
2013-06-01,"La Coruna",0,"Sociedad",1
2013-06-01,"Levante",1,"Betis",1
2013-06-01,"Mallorca",4,"Valladolid",2
2013-06-01,"Real Madrid",4,"Osasuna",2
2013-06-01,"Sevilla",4,"Valencia",3
2013-06-01,"Vallecano",2,"Ath Bilbao",2
2013-06-01,"Zaragoza",1,"Ath Madrid",3
2013-08-17,"Sociedad",2,"Getafe",0
2013-08-17,"Valencia",1,"Malaga",0
2013-08-17,"Valladolid",1,"Ath Bilbao",2
2013-08-18,"Barcelona",7,"Levante",0
2013-08-18,"Osasuna",1,"Granada",2
2013-08-18,"Real Madrid",2,"Betis",1
2013-08-18,"Sevilla",1,"Ath Madrid",3
2013-08-19,"Almeria",2,"Villarreal",3
2013-08-19,"Celta",2,"Espanol",2
2013-08-19,"Vallecano",3,"Elche",0
2013-08-23,"Ath Bilbao",2,"Osasuna",0
2013-08-23,"Getafe",2,"Almeria",2
2013-08-24,"Elche",1,"Sociedad",1
2013-08-24,"Espanol",3,"Valencia",1
2013-08-24,"Villarreal",2,"Valladolid",1
2013-08-25,"Ath Madrid",5,"Vallecano",0
2013-08-25,"Betis",1,"Celta",2
2013-08-25,"Levante",0,"Sevilla",0
2013-08-25,"Malaga",0,"Barcelona",1
2013-08-26,"Granada",0,"Real Madrid",1
2013-08-30,"Almeria",2,"Elche",2
2013-08-30,"Vallecano",1,"Levante",2
2013-08-31,"Celta",1,"Granada",1
2013-08-31,"Osasuna",0,"Villarreal",3
2013-08-31,"Valladolid",1,"Getafe",0
2013-09-01,"Espanol",0,"Betis",0
2013-09-01,"Real Madrid",3,"Ath Bilbao",1
2013-09-01,"Sevilla",2,"Malaga",2
2013-09-01,"Sociedad",1,"Ath Madrid",2
2013-09-01,"Valencia",2,"Barcelona",3
2013-09-14,"Ath Madrid",4,"Almeria",2
2013-09-14,"Barcelona",3,"Sevilla",2
2013-09-14,"Levante",0,"Sociedad",0
2013-09-14,"Villarreal",2,"Real Madrid",2
2013-09-15,"Betis",3,"Valencia",1
2013-09-15,"Getafe",2,"Osasuna",1
2013-09-15,"Granada",0,"Espanol",1
2013-09-15,"Malaga",5,"Vallecano",0
2013-09-16,"Ath Bilbao",3,"Celta",2
2013-09-16,"Elche",0,"Valladolid",0
2013-09-20,"Osasuna",2,"Elche",1
2013-09-21,"Almeria",2,"Levante",2
2013-09-21,"Sociedad",0,"Malaga",0
2013-09-21,"Valladolid",0,"Ath Madrid",2
2013-09-21,"Vallecano",0,"Barcelona",4
2013-09-22,"Betis",0,"Granada",0
2013-09-22,"Celta",0,"Villarreal",0
2013-09-22,"Real Madrid",4,"Getafe",1
2013-09-22,"Valencia",3,"Sevilla",1
2013-09-23,"Espanol",3,"Ath Bilbao",2
2013-09-24,"Ath Madrid",2,"Osasuna",1
2013-09-24,"Barcelona",4,"Sociedad",1
2013-09-24,"Levante",1,"Valladolid",1
2013-09-24,"Malaga",2,"Almeria",0
2013-09-25,"Elche",1,"Real Madrid",2
2013-09-25,"Granada",0,"Valencia",1
2013-09-25,"Sevilla",4,"Vallecano",1
2013-09-26,"Ath Bilbao",2,"Betis",1
2013-09-26,"Getafe",2,"Celta",0
2013-09-26,"Villarreal",2,"Espanol",1
2013-09-27,"Valladolid",2,"Malaga",2
2013-09-28,"Almeria",0,"Barcelona",2
2013-09-28,"Real Madrid",0,"Ath Madrid",1
2013-09-28,"Sociedad",1,"Sevilla",1
2013-09-28,"Valencia",1,"Vallecano",0
2013-09-29,"Betis",1,"Villarreal",0
2013-09-29,"Celta",0,"Elche",1
2013-09-29,"Espanol",0,"Getafe",2
2013-09-29,"Osasuna",0,"Levante",1
2013-09-30,"Granada",2,"Ath Bilbao",0
2013-10-04,"Malaga",0,"Osasuna",1
2013-10-04,"Villarreal",3,"Granada",0
2013-10-05,"Barcelona",4,"Valladolid",1
2013-10-05,"Elche",2,"Espanol",1
2013-10-05,"Levante",2,"Real Madrid",3
2013-10-05,"Vallecano",1,"Sociedad",0
2013-10-06,"Ath Bilbao",1,"Valencia",1
2013-10-06,"Ath Madrid",2,"Celta",1
2013-10-06,"Getafe",3,"Betis",1
2013-10-06,"Sevilla",2,"Almeria",1
2013-10-19,"Espanol",1,"Ath Madrid",0
2013-10-19,"Osasuna",0,"Barcelona",0
2013-10-19,"Real Madrid",2,"Malaga",0
2013-10-19,"Valencia",1,"Sociedad",2
2013-10-20,"Almeria",0,"Vallecano",1
2013-10-20,"Betis",1,"Elche",2
2013-10-20,"Granada",0,"Getafe",2
2013-10-20,"Valladolid",2,"Sevilla",2
2013-10-21,"Ath Bilbao",2,"Villarreal",0
2013-10-21,"Celta",0,"Levante",1
2013-10-25,"Vallecano",0,"Valladolid",3
2013-10-26,"Barcelona",2,"Real Madrid",1
2013-10-26,"Elche",0,"Granada",1
2013-10-26,"Levante",3,"Espanol",0
2013-10-26,"Malaga",0,"Celta",5
2013-10-27,"Ath Madrid",5,"Betis",0
2013-10-27,"Sevilla",2,"Osasuna",1
2013-10-27,"Sociedad",3,"Almeria",0
2013-10-27,"Villarreal",4,"Valencia",1
2013-10-28,"Getafe",0,"Ath Bilbao",1
2013-10-29,"Celta",0,"Barcelona",3
2013-10-29,"Espanol",0,"Malaga",0
2013-10-30,"Osasuna",3,"Vallecano",1
2013-10-30,"Real Madrid",7,"Sevilla",3
2013-10-30,"Valencia",1,"Almeria",2
2013-10-30,"Valladolid",2,"Sociedad",2
2013-10-31,"Ath Bilbao",2,"Elche",2
2013-10-31,"Betis",0,"Levante",0
2013-10-31,"Granada",1,"Ath Madrid",2
2013-10-31,"Villarreal",0,"Getafe",2
2013-11-01,"Barcelona",1,"Espanol",0
2013-11-02,"Almeria",1,"Valladolid",0
2013-11-02,"Sevilla",0,"Celta",1
2013-11-02,"Sociedad",5,"Osasuna",0
2013-11-02,"Vallecano",2,"Real Madrid",3
2013-11-03,"Ath Madrid",2,"Ath Bilbao",0
2013-11-03,"Getafe",0,"Valencia",1
2013-11-03,"Levante",0,"Granada",1
2013-11-03,"Malaga",3,"Betis",2
2013-11-04,"Elche",0,"Villarreal",1
2013-11-08,"Granada",3,"Malaga",1
2013-11-08,"Osasuna",0,"Almeria",1
2013-11-09,"Ath Bilbao",2,"Levante",1
2013-11-09,"Celta",0,"Vallecano",2
2013-11-09,"Getafe",1,"Elche",1
2013-11-09,"Real Madrid",5,"Sociedad",1
2013-11-10,"Betis",1,"Barcelona",4
2013-11-10,"Espanol",1,"Sevilla",3
2013-11-10,"Valencia",2,"Valladolid",2
2013-11-10,"Villarreal",1,"Ath Madrid",1
2013-11-22,"Valladolid",0,"Osasuna",1
2013-11-23,"Almeria",0,"Real Madrid",5
2013-11-23,"Ath Madrid",7,"Getafe",0
2013-11-23,"Barcelona",4,"Granada",0
2013-11-23,"Sociedad",4,"Celta",3
2013-11-24,"Elche",2,"Valencia",1
2013-11-24,"Levante",0,"Villarreal",3
2013-11-24,"Sevilla",4,"Betis",0
2013-11-24,"Vallecano",1,"Espanol",4
2013-11-25,"Malaga",1,"Ath Bilbao",2
2013-11-29,"Getafe",1,"Levante",0
2013-11-29,"Villarreal",1,"Malaga",1
2013-11-30,"Celta",3,"Almeria",1
2013-11-30,"Elche",0,"Ath Madrid",2
2013-11-30,"Espanol",1,"Sociedad",2
2013-11-30,"Real Madrid",4,"Valladolid",0
2013-12-01,"Ath Bilbao",1,"Barcelona",0
2013-12-01,"Betis",2,"Vallecano",2
2013-12-01,"Granada",1,"Sevilla",2
2013-12-01,"Valencia",3,"Osasuna",0
2013-12-13,"Levante",2,"Elche",1
2013-12-14,"Barcelona",2,"Villarreal",1
2013-12-14,"Malaga",1,"Getafe",0
2013-12-14,"Osasuna",2,"Real Madrid",2
2013-12-14,"Vallecano",0,"Granada",2
2013-12-15,"Almeria",0,"Espanol",0
2013-12-15,"Ath Madrid",3,"Valencia",0
2013-12-15,"Sevilla",1,"Ath Bilbao",1
2013-12-15,"Sociedad",5,"Betis",1
2013-12-16,"Valladolid",3,"Celta",0
2013-12-20,"Elche",0,"Malaga",1
2013-12-21,"Ath Madrid",3,"Levante",2
2013-12-21,"Betis",0,"Almeria",1
2013-12-21,"Granada",1,"Sociedad",3
2013-12-21,"Villarreal",1,"Sevilla",2
2013-12-22,"Ath Bilbao",2,"Vallecano",1
2013-12-22,"Celta",1,"Osasuna",1
2013-12-22,"Espanol",4,"Valladolid",2
2013-12-22,"Getafe",2,"Barcelona",5
2013-12-22,"Valencia",2,"Real Madrid",3
2014-01-04,"Almeria",3,"Granada",0
2014-01-04,"Malaga",0,"Ath Madrid",1
2014-01-04,"Valencia",2,"Levante",0
2014-01-04,"Valladolid",0,"Betis",0
2014-01-05,"Barcelona",4,"Elche",0
2014-01-05,"Osasuna",1,"Espanol",0
2014-01-05,"Sevilla",3,"Getafe",0
2014-01-05,"Sociedad",2,"Ath Bilbao",0
2014-01-06,"Real Madrid",3,"Celta",0
2014-01-06,"Vallecano",2,"Villarreal",5
2014-01-10,"Granada",4,"Valladolid",0
2014-01-11,"Ath Bilbao",6,"Almeria",1
2014-01-11,"Ath Madrid",0,"Barcelona",0
2014-01-11,"Celta",2,"Valencia",1
2014-01-11,"Elche",1,"Sevilla",1
2014-01-12,"Betis",1,"Osasuna",2
2014-01-12,"Espanol",0,"Real Madrid",1
2014-01-12,"Getafe",0,"Vallecano",1
2014-01-12,"Levante",1,"Malaga",0
2014-01-13,"Villarreal",5,"Sociedad",1
2014-01-17,"Malaga",0,"Valencia",0
2014-01-18,"Betis",0,"Real Madrid",5
2014-01-18,"Elche",2,"Vallecano",0
2014-01-18,"Espanol",1,"Celta",0
2014-01-18,"Granada",0,"Osasuna",0
2014-01-19,"Ath Madrid",1,"Sevilla",1
2014-01-19,"Getafe",2,"Sociedad",2
2014-01-19,"Levante",1,"Barcelona",1
2014-01-19,"Villarreal",2,"Almeria",0
2014-01-20,"Ath Bilbao",4,"Valladolid",2
2014-01-24,"Celta",4,"Betis",2
2014-01-25,"Real Madrid",2,"Granada",0
2014-01-25,"Sevilla",2,"Levante",3
2014-01-25,"Valencia",2,"Espanol",2
2014-01-25,"Valladolid",1,"Villarreal",0
2014-01-26,"Almeria",1,"Getafe",0
2014-01-26,"Barcelona",3,"Malaga",0
2014-01-26,"Osasuna",1,"Ath Bilbao",5
2014-01-26,"Vallecano",2,"Ath Madrid",4
2014-01-27,"Sociedad",4,"Elche",0
2014-01-31,"Granada",1,"Celta",2
2014-02-01,"Barcelona",2,"Valencia",3
2014-02-01,"Getafe",0,"Valladolid",0
2014-02-01,"Levante",0,"Vallecano",0
2014-02-01,"Malaga",3,"Sevilla",2
2014-02-02,"Ath Bilbao",1,"Real Madrid",1
2014-02-02,"Ath Madrid",4,"Sociedad",0
2014-02-02,"Betis",2,"Espanol",0
2014-02-02,"Elche",1,"Almeria",0
2014-02-03,"Villarreal",3,"Osasuna",1
2014-02-07,"Espanol",1,"Granada",0
2014-02-08,"Almeria",2,"Ath Madrid",0
2014-02-08,"Real Madrid",4,"Villarreal",2
2014-02-08,"Valencia",5,"Betis",0
2014-02-08,"Vallecano",4,"Malaga",1
2014-02-09,"Osasuna",2,"Getafe",0
2014-02-09,"Sevilla",1,"Barcelona",4
2014-02-09,"Sociedad",0,"Levante",0
2014-02-09,"Valladolid",2,"Elche",2
2014-02-10,"Celta",0,"Ath Bilbao",0
2014-02-14,"Elche",0,"Osasuna",0
2014-02-15,"Ath Madrid",3,"Valladolid",0
2014-02-15,"Barcelona",6,"Vallecano",0
2014-02-15,"Levante",1,"Almeria",0
2014-02-15,"Villarreal",0,"Celta",2
2014-02-16,"Ath Bilbao",1,"Espanol",2
2014-02-16,"Getafe",0,"Real Madrid",3
2014-02-16,"Granada",1,"Betis",0
2014-02-16,"Sevilla",0,"Valencia",0
2014-02-17,"Malaga",0,"Sociedad",1
2014-02-21,"Valladolid",1,"Levante",1
2014-02-22,"Almeria",0,"Malaga",0
2014-02-22,"Celta",1,"Getafe",1
2014-02-22,"Real Madrid",3,"Elche",0
2014-02-22,"Sociedad",3,"Barcelona",1
2014-02-23,"Betis",0,"Ath Bilbao",2
2014-02-23,"Osasuna",3,"Ath Madrid",0
2014-02-23,"Valencia",2,"Granada",1
2014-02-23,"Vallecano",0,"Sevilla",1
2014-02-24,"Espanol",1,"Villarreal",2
2014-02-28,"Ath Bilbao",4,"Granada",0
2014-03-01,"Elche",1,"Celta",0
2014-03-01,"Getafe",0,"Espanol",0
2014-03-01,"Levante",2,"Osasuna",0
2014-03-01,"Malaga",1,"Valladolid",1
2014-03-02,"Ath Madrid",2,"Real Madrid",2
2014-03-02,"Barcelona",4,"Almeria",1
2014-03-02,"Sevilla",1,"Sociedad",0
2014-03-02,"Vallecano",1,"Valencia",0
2014-03-02,"Villarreal",1,"Betis",1
2014-03-08,"Betis",2,"Getafe",0
2014-03-08,"Celta",0,"Ath Madrid",2
2014-03-08,"Granada",2,"Villarreal",0
2014-03-08,"Valladolid",1,"Barcelona",0
2014-03-09,"Almeria",1,"Sevilla",3
2014-03-09,"Espanol",3,"Elche",1
2014-03-09,"Real Madrid",3,"Levante",0
2014-03-09,"Valencia",1,"Ath Bilbao",1
2014-03-10,"Osasuna",0,"Malaga",2
2014-03-10,"Sociedad",2,"Vallecano",3
2014-03-14,"Getafe",3,"Granada",3
2014-03-15,"Ath Madrid",1,"Espanol",0
2014-03-15,"Levante",0,"Celta",1
2014-03-15,"Malaga",0,"Real Madrid",1
2014-03-15,"Vallecano",3,"Almeria",1
2014-03-16,"Barcelona",7,"Osasuna",0
2014-03-16,"Elche",0,"Betis",0
2014-03-16,"Sevilla",4,"Valladolid",1
2014-03-16,"Sociedad",1,"Valencia",0
2014-03-17,"Villarreal",1,"Ath Bilbao",1
2014-03-21,"Celta",0,"Malaga",2
2014-03-22,"Ath Bilbao",1,"Getafe",0
2014-03-22,"Espanol",0,"Levante",0
2014-03-22,"Granada",1,"Elche",0
2014-03-22,"Valladolid",1,"Vallecano",1
2014-03-23,"Betis",0,"Ath Madrid",2
2014-03-23,"Osasuna",1,"Sevilla",2
2014-03-23,"Real Madrid",3,"Barcelona",4
2014-03-23,"Valencia",2,"Villarreal",1
2014-03-24,"Almeria",4,"Sociedad",3
2014-03-25,"Elche",0,"Ath Bilbao",0
2014-03-25,"Malaga",1,"Espanol",2
2014-03-26,"Ath Madrid",1,"Granada",0
2014-03-26,"Barcelona",3,"Celta",0
2014-03-26,"Sevilla",2,"Real Madrid",1
2014-03-26,"Vallecano",1,"Osasuna",0
2014-03-27,"Almeria",2,"Valencia",2
2014-03-27,"Getafe",0,"Villarreal",1
2014-03-27,"Levante",1,"Betis",3
2014-03-27,"Sociedad",1,"Valladolid",0
2014-03-29,"Ath Bilbao",1,"Ath Madrid",2
2014-03-29,"Celta",1,"Sevilla",0
2014-03-29,"Espanol",0,"Barcelona",1
2014-03-29,"Real Madrid",5,"Vallecano",0
2014-03-30,"Osasuna",1,"Sociedad",1
2014-03-30,"Valencia",1,"Getafe",3
2014-03-30,"Valladolid",1,"Almeria",0
2014-03-30,"Villarreal",1,"Elche",1
2014-03-31,"Betis",1,"Malaga",2
2014-03-31,"Granada",0,"Levante",2
2014-04-04,"Almeria",1,"Osasuna",2
2014-04-05,"Ath Madrid",1,"Villarreal",0
2014-04-05,"Barcelona",3,"Betis",1
2014-04-05,"Sociedad",0,"Real Madrid",4
2014-04-05,"Vallecano",3,"Celta",0
2014-04-06,"Elche",1,"Getafe",0
2014-04-06,"Malaga",4,"Granada",1
2014-04-06,"Sevilla",4,"Espanol",1
2014-04-06,"Valladolid",0,"Valencia",0
2014-04-07,"Levante",1,"Ath Bilbao",2
2014-04-11,"Osasuna",0,"Valladolid",0
2014-04-12,"Celta",2,"Sociedad",2
2014-04-12,"Granada",1,"Barcelona",0
2014-04-12,"Real Madrid",4,"Almeria",0
2014-04-12,"Villarreal",1,"Levante",0
2014-04-13,"Betis",0,"Sevilla",2
2014-04-13,"Espanol",2,"Vallecano",2
2014-04-13,"Getafe",0,"Ath Madrid",2
2014-04-13,"Valencia",2,"Elche",1
2014-04-14,"Ath Bilbao",3,"Malaga",0
2014-04-18,"Ath Madrid",2,"Elche",0
2014-04-19,"Levante",0,"Getafe",0
2014-04-19,"Osasuna",1,"Valencia",1
2014-04-19,"Sociedad",2,"Espanol",1
2014-04-20,"Almeria",2,"Celta",4
2014-04-20,"Barcelona",2,"Ath Bilbao",1
2014-04-20,"Sevilla",4,"Granada",0
2014-04-20,"Vallecano",3,"Betis",1
2014-04-21,"Malaga",2,"Villarreal",0
2014-04-25,"Elche",1,"Levante",1
2014-04-26,"Betis",0,"Sociedad",1
2014-04-26,"Getafe",1,"Malaga",0
2014-04-26,"Granada",0,"Vallecano",3
2014-04-26,"Real Madrid",4,"Osasuna",0
2014-04-27,"Ath Bilbao",3,"Sevilla",1
2014-04-27,"Espanol",1,"Almeria",2
2014-04-27,"Valencia",0,"Ath Madrid",1
2014-04-27,"Villarreal",2,"Barcelona",3
2014-04-28,"Celta",4,"Valladolid",1
2014-05-02,"Vallecano",0,"Ath Bilbao",3
2014-05-03,"Barcelona",2,"Getafe",2
2014-05-03,"Malaga",0,"Elche",1
2014-05-03,"Osasuna",0,"Celta",2
2014-05-03,"Valladolid",1,"Espanol",0
2014-05-04,"Almeria",3,"Betis",2
2014-05-04,"Levante",2,"Ath Madrid",0
2014-05-04,"Real Madrid",2,"Valencia",2
2014-05-04,"Sevilla",0,"Villarreal",0
2014-05-05,"Sociedad",1,"Granada",1
2014-05-07,"Valladolid",1,"Real Madrid",1
2014-05-10,"Levante",2,"Valencia",0
2014-05-10,"Villarreal",4,"Vallecano",0
2014-05-11,"Ath Bilbao",1,"Sociedad",1
2014-05-11,"Ath Madrid",1,"Malaga",1
2014-05-11,"Betis",4,"Valladolid",3
2014-05-11,"Celta",2,"Real Madrid",0
2014-05-11,"Elche",0,"Barcelona",0
2014-05-11,"Espanol",1,"Osasuna",1
2014-05-11,"Getafe",1,"Sevilla",0
2014-05-11,"Granada",0,"Almeria",2
2014-05-16,"Malaga",1,"Levante",0
2014-05-17,"Barcelona",1,"Ath Madrid",1
2014-05-17,"Real Madrid",3,"Espanol",1
2014-05-17,"Valencia",2,"Celta",1
2014-05-18,"Almeria",0,"Ath Bilbao",0
2014-05-18,"Osasuna",2,"Betis",1
2014-05-18,"Sevilla",3,"Elche",1
2014-05-18,"Sociedad",1,"Villarreal",2
2014-05-18,"Valladolid",0,"Granada",1
2014-05-18,"Vallecano",1,"Getafe",2
2014-08-23,"Almeria",1,"Espanol",1
2014-08-23,"Granada",2,"La Coruna",1
2014-08-23,"Malaga",1,"Ath Bilbao",0
2014-08-23,"Sevilla",1,"Valencia",1
2014-08-24,"Barcelona",3,"Elche",0
2014-08-24,"Celta",3,"Getafe",1
2014-08-24,"Eibar",1,"Sociedad",0
2014-08-24,"Levante",0,"Villarreal",2
2014-08-25,"Real Madrid",2,"Cordoba",0
2014-08-25,"Vallecano",0,"Ath Madrid",0
2014-08-29,"Getafe",1,"Almeria",0
2014-08-29,"Valencia",3,"Malaga",0
2014-08-30,"Ath Bilbao",3,"Levante",0
2014-08-30,"Ath Madrid",2,"Eibar",1
2014-08-30,"Cordoba",1,"Celta",1
2014-08-30,"Espanol",1,"Sevilla",2
2014-08-31,"Elche",1,"Granada",1
2014-08-31,"La Coruna",2,"Vallecano",2
2014-08-31,"Sociedad",4,"Real Madrid",2
2014-08-31,"Villarreal",0,"Barcelona",1
2014-09-12,"Almeria",1,"Cordoba",1
2014-09-13,"Barcelona",2,"Ath Bilbao",0
2014-09-13,"Celta",2,"Sociedad",2
2014-09-13,"Malaga",0,"Levante",0
2014-09-13,"Real Madrid",1,"Ath Madrid",2
2014-09-14,"Granada",0,"Villarreal",0
2014-09-14,"Sevilla",2,"Getafe",0
2014-09-14,"Valencia",3,"Espanol",1
2014-09-14,"Vallecano",2,"Elche",3
2014-09-15,"Eibar",0,"La Coruna",1
2014-09-19,"Elche",0,"Eibar",2
2014-09-20,"Ath Bilbao",0,"Granada",1
2014-09-20,"Ath Madrid",2,"Celta",2
2014-09-20,"Espanol",2,"Malaga",2
2014-09-20,"La Coruna",2,"Real Madrid",8
2014-09-21,"Cordoba",1,"Sevilla",3
2014-09-21,"Levante",0,"Barcelona",5
2014-09-21,"Sociedad",1,"Almeria",2
2014-09-21,"Villarreal",4,"Vallecano",2
2014-09-22,"Getafe",0,"Valencia",3
2014-09-23,"Celta",2,"La Coruna",1
2014-09-23,"Real Madrid",5,"Elche",1
2014-09-24,"Almeria",0,"Ath Madrid",1
2014-09-24,"Eibar",1,"Villarreal",1
2014-09-24,"Granada",0,"Levante",1
2014-09-24,"Malaga",0,"Barcelona",0
2014-09-24,"Sevilla",1,"Sociedad",0
2014-09-24,"Vallecano",2,"Ath Bilbao",1
2014-09-25,"Espanol",2,"Getafe",0
2014-09-25,"Valencia",3,"Cordoba",0
2014-09-26,"Elche",0,"Celta",1
2014-09-27,"Ath Bilbao",0,"Eibar",0
2014-09-27,"Ath Madrid",4,"Sevilla",0
2014-09-27,"Barcelona",6,"Granada",0
2014-09-27,"Levante",0,"Vallecano",2
2014-09-27,"Villarreal",0,"Real Madrid",2
2014-09-28,"Cordoba",0,"Espanol",0
2014-09-28,"Getafe",1,"Malaga",0
2014-09-28,"La Coruna",0,"Almeria",1
2014-09-28,"Sociedad",1,"Valencia",1
2014-10-03,"Getafe",1,"Cordoba",1
2014-10-04,"Almeria",2,"Elche",2
2014-10-04,"Eibar",3,"Levante",3
2014-10-04,"Malaga",2,"Granada",1
2014-10-04,"Valencia",3,"Ath Madrid",1
2014-10-04,"Vallecano",0,"Barcelona",2
2014-10-05,"Celta",1,"Villarreal",3
2014-10-05,"Espanol",2,"Sociedad",0
2014-10-05,"Real Madrid",5,"Ath Bilbao",0
2014-10-05,"Sevilla",4,"La Coruna",1
2014-10-17,"Granada",0,"Vallecano",1
2014-10-18,"Ath Bilbao",1,"Celta",1
2014-10-18,"Barcelona",3,"Eibar",0
2014-10-18,"Cordoba",1,"Malaga",2
2014-10-18,"Levante",0,"Real Madrid",5
2014-10-19,"Ath Madrid",2,"Espanol",0
2014-10-19,"Elche",0,"Sevilla",2
2014-10-19,"La Coruna",3,"Valencia",0
2014-10-19,"Villarreal",2,"Almeria",0
2014-10-20,"Sociedad",1,"Getafe",2
2014-10-24,"Celta",3,"Levante",0
2014-10-25,"Almeria",0,"Ath Bilbao",1
2014-10-25,"Cordoba",1,"Sociedad",1
2014-10-25,"Eibar",1,"Granada",1
2014-10-25,"Real Madrid",3,"Barcelona",1
2014-10-25,"Valencia",3,"Elche",1
2014-10-26,"Espanol",0,"La Coruna",0
2014-10-26,"Getafe",0,"Ath Madrid",1
2014-10-26,"Malaga",4,"Vallecano",0
2014-10-26,"Sevilla",2,"Villarreal",1
2014-10-31,"La Coruna",1,"Getafe",2
2014-11-01,"Ath Madrid",4,"Cordoba",2
2014-11-01,"Barcelona",0,"Celta",1
2014-11-01,"Granada",0,"Real Madrid",4
2014-11-01,"Sociedad",0,"Malaga",1
2014-11-02,"Ath Bilbao",1,"Sevilla",0
2014-11-02,"Elche",2,"Espanol",1
2014-11-02,"Levante",2,"Almeria",1
2014-11-02,"Villarreal",1,"Valencia",3
2014-11-03,"Vallecano",2,"Eibar",3
2014-11-07,"Cordoba",0,"La Coruna",0
2014-11-08,"Almeria",1,"Barcelona",2
2014-11-08,"Celta",0,"Granada",0
2014-11-08,"Getafe",0,"Elche",0
2014-11-08,"Malaga",2,"Eibar",1
2014-11-08,"Real Madrid",5,"Vallecano",1
2014-11-09,"Espanol",1,"Villarreal",1
2014-11-09,"Sevilla",1,"Levante",1
2014-11-09,"Sociedad",2,"Ath Madrid",1
2014-11-09,"Valencia",0,"Ath Bilbao",0
2014-11-21,"Ath Bilbao",3,"Espanol",1
2014-11-22,"Ath Madrid",3,"Malaga",1
2014-11-22,"Barcelona",5,"Sevilla",1
2014-11-22,"Eibar",0,"Real Madrid",4
2014-11-22,"La Coruna",0,"Sociedad",0
2014-11-23,"Elche",2,"Cordoba",2
2014-11-23,"Levante",2,"Valencia",1
2014-11-23,"Vallecano",1,"Celta",0
2014-11-23,"Villarreal",2,"Getafe",1
2014-11-24,"Granada",0,"Almeria",0
2014-11-28,"Sociedad",3,"Elche",0
2014-11-29,"Celta",0,"Eibar",1
2014-11-29,"Espanol",2,"Levante",1
2014-11-29,"Getafe",1,"Ath Bilbao",2
2014-11-29,"Malaga",1,"Real Madrid",2
2014-11-30,"Ath Madrid",2,"La Coruna",0
2014-11-30,"Cordoba",0,"Villarreal",2
2014-11-30,"Sevilla",5,"Granada",1
2014-11-30,"Valencia",0,"Barcelona",1
2014-12-01,"Almeria",0,"Vallecano",1
2014-12-06,"Ath Bilbao",0,"Cordoba",1
2014-12-06,"Elche",0,"Ath Madrid",2
2014-12-06,"La Coruna",0,"Malaga",1
2014-12-06,"Real Madrid",3,"Celta",0
2014-12-07,"Barcelona",5,"Espanol",1
2014-12-07,"Granada",1,"Valencia",1
2014-12-07,"Vallecano",0,"Sevilla",1
2014-12-07,"Villarreal",4,"Sociedad",0
2014-12-08,"Eibar",5,"Almeria",2
2014-12-08,"Levante",1,"Getafe",1
2014-12-12,"Almeria",1,"Real Madrid",4
2014-12-13,"Cordoba",0,"Levante",0
2014-12-13,"Getafe",0,"Barcelona",0
2014-12-13,"Malaga",1,"Celta",0
2014-12-13,"Valencia",3,"Vallecano",0
2014-12-14,"Ath Madrid",0,"Villarreal",1
2014-12-14,"Espanol",2,"Granada",1
2014-12-14,"Sevilla",0,"Eibar",0
2014-12-14,"Sociedad",1,"Ath Bilbao",1
2014-12-15,"La Coruna",1,"Elche",0
2014-12-19,"Celta",0,"Almeria",1
2014-12-20,"Barcelona",5,"Cordoba",0
2014-12-20,"Eibar",0,"Valencia",1
2014-12-20,"Levante",1,"Sociedad",1
2014-12-20,"Vallecano",1,"Espanol",3
2014-12-21,"Ath Bilbao",1,"Ath Madrid",4
2014-12-21,"Elche",1,"Malaga",2
2014-12-21,"Granada",1,"Getafe",1
2014-12-21,"Villarreal",3,"La Coruna",0
2015-01-03,"Ath Madrid",3,"Levante",1
2015-01-03,"Elche",2,"Villarreal",2
2015-01-03,"La Coruna",1,"Ath Bilbao",0
2015-01-03,"Malaga",1,"Almeria",2
2015-01-03,"Sevilla",1,"Celta",0
2015-01-04,"Espanol",1,"Eibar",2
2015-01-04,"Getafe",1,"Vallecano",2
2015-01-04,"Sociedad",1,"Barcelona",0
2015-01-04,"Valencia",2,"Real Madrid",1
2015-01-05,"Cordoba",2,"Granada",0
2015-01-09,"Levante",0,"La Coruna",0
2015-01-10,"Celta",1,"Valencia",1
2015-01-10,"Eibar",2,"Getafe",1
2015-01-10,"Malaga",1,"Villarreal",1
2015-01-10,"Real Madrid",3,"Espanol",0
2015-01-11,"Almeria",0,"Sevilla",2
2015-01-11,"Ath Bilbao",1,"Elche",2
2015-01-11,"Barcelona",3,"Ath Madrid",1
2015-01-11,"Granada",1,"Sociedad",1
2015-01-12,"Vallecano",0,"Cordoba",1
2015-01-16,"Cordoba",1,"Eibar",1
2015-01-17,"Espanol",1,"Celta",0
2015-01-17,"Sociedad",0,"Vallecano",1
2015-01-17,"Valencia",3,"Almeria",2
2015-01-17,"Villarreal",2,"Ath Bilbao",0
2015-01-18,"Ath Madrid",2,"Granada",0
2015-01-18,"Elche",1,"Levante",0
2015-01-18,"Getafe",0,"Real Madrid",3
2015-01-18,"La Coruna",0,"Barcelona",4
2015-01-18,"Sevilla",2,"Malaga",0
